SM_revenue,reg_revenue,im_revenue,im_special_revenue_DK1,Deg_cost,Deg_cost_by_cycle
1111252.320115392,0.0,0.0,0.0,0.0,0.0
250839.0,0.0,0.0,0.0,0.0,0.0
260236.0,0.0,0.0,0.0,0.0,0.0
292667.18209033,0.0,0.0,0.0,0.0,0.0
1301191.792978656,0.0,0.0,0.0,0.0,0.0
297256.5,0.0,0.0,0.0,0.0,0.0
285549.5,0.0,0.0,0.0,0.0,0.0
282350.5,0.0,0.0,0.0,0.0,0.0
798169.5,0.0,0.0,0.0,0.0,0.0
266750.0,0.0,0.0,0.0,0.0,0.0
419288.5,0.0,0.0,0.0,0.0,0.0
712449.5,0.0,0.0,0.0,0.0,0.0
568767.0,0.0,0.0,0.0,0.0,0.0
270425.0,0.0,0.0,0.0,0.0,0.0
915905.0,0.0,0.0,0.0,0.0,0.0
595589.5,0.0,0.0,0.0,0.0,0.0
804442.5,0.0,0.0,0.0,0.0,0.0
266496.0,0.0,0.0,0.0,0.0,0.0
1369677.0,0.0,0.0,0.0,0.0,0.0
790051.0,0.0,0.0,0.0,0.0,0.0
259472.5,0.0,0.0,0.0,0.0,0.0
820985.0,0.0,0.0,0.0,0.0,0.0
277274.5,0.0,0.0,0.0,0.0,0.0
728784.5,0.0,0.0,0.0,0.0,0.0
265515.0,0.0,0.0,0.0,0.0,0.0
923219.5,0.0,0.0,0.0,0.0,0.0
780657.0,0.0,0.0,0.0,0.0,0.0
400534.0,0.0,0.0,0.0,0.0,0.0
1514709.0,0.0,0.0,0.0,0.0,0.0
241917.5,0.0,0.0,0.0,0.0,0.0
1476091.0,0.0,0.0,0.0,0.0,0.0
281684.0,0.0,0.0,0.0,0.0,0.0
637942.0,0.0,0.0,0.0,0.0,0.0
281981.46929867996,0.0,0.0,0.0,0.0,0.0
671969.0,0.0,0.0,0.0,0.0,0.0
708052.0,0.0,0.0,0.0,0.0,0.0
780073.5,0.0,0.0,0.0,0.0,0.0
895177.20865878,0.0,0.0,0.0,0.0,0.0
679934.357065932,0.0,0.0,0.0,0.0,0.0
277675.0,0.0,0.0,0.0,0.0,0.0
733959.117440464,0.0,0.0,0.0,0.0,0.0
284305.0921914,0.0,0.0,0.0,0.0,0.0
672512.0,0.0,0.0,0.0,0.0,0.0
275498.5,0.0,0.0,0.0,0.0,0.0
245791.5,0.0,0.0,0.0,0.0,0.0
423567.0,0.0,0.0,0.0,0.0,0.0
1481302.5,0.0,0.0,0.0,0.0,0.0
812766.0,0.0,0.0,0.0,0.0,0.0
378328.5,0.0,0.0,0.0,0.0,0.0
1358473.0,0.0,0.0,0.0,0.0,0.0
261196.5,0.0,0.0,0.0,0.0,0.0
324271.0,0.0,0.0,0.0,0.0,0.0
346175.0,0.0,0.0,0.0,0.0,0.0
281134.5,0.0,0.0,0.0,0.0,0.0
754797.5,0.0,0.0,0.0,0.0,0.0
1351231.0,0.0,0.0,0.0,0.0,0.0
868847.5,0.0,0.0,0.0,0.0,0.0
825262.0,0.0,0.0,0.0,0.0,0.0
569981.0,0.0,0.0,0.0,0.0,0.0
1507839.5,0.0,0.0,0.0,0.0,0.0
214612.71903630398,0.0,0.0,0.0,0.0,0.0
397962.5,0.0,0.0,0.0,0.0,0.0
277175.5,0.0,0.0,0.0,0.0,0.0
880541.0,0.0,0.0,0.0,0.0,0.0
266235.5,0.0,0.0,0.0,0.0,0.0
802996.5,0.0,0.0,0.0,0.0,0.0
